Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Belize,BLZ,18020000.4577637,26799999.2370605,47939998.626709,36959999.0844727,10720000.2670288,16559999.4659424,19319999.6948242,44529998.7792969,45430000.3051758,53680000.3051758,42889999.3896484,32729999.5422363,22879999.1607666,25250000,29809999.4659424,34560001.373291,47270000.4577637,34360000.6103516,56389999.3896484,55790000.9155273,31020000.4577637,25059999.4659424,28739999.7711182,34479999.5422363,33799999.2370605,48490001.6784668,49529998.7792969,44950000.7629395,44020000.4577637,49159999.8474121,47720001.2207031,33259998.3215332,37529998.7792969,46180000.3051758,46009998.3215332,24639999.3896484,27850000.3814697,18610000.6103516,19729999.5422363,59229999.5422363,24309999.4659424,33290000.9155273,31489999.7711182,16020000.4577637,7670000.07629395,12670000.0762939,8380000.11444092,21809999.4659424,22190000.5340576,25879999.1607666,22790000.9155273,19459999.0844727,25350000.3814697,50060001.373291,35409999.8474121,30129999.1607666,37470001.2207031,35759998.3215332,33790000.9155273,38369998.9318848,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Benin,BEN,189999.997615814,11130000.1144409,29420000.0762939,34069999.6948242,139070007.324219,134559997.558594,110580001.831055,118830001.831055,95959999.0844727,90190002.4414063,100870002.746582,181130004.882813,109639999.389648,126959999.084473,141619995.117188,198259994.506836,186000000,161860000.610352,176339996.337891,215789993.286133,202529998.779297,200270004.272461,203649993.896484,221610000.610352,205949996.948242,256489990.234375,283980010.986328,237919998.168945,266350006.103516,459750000,399799987.792969,387010009.765625,392570007.324219,401260009.765625,344140014.648438,339390014.648438,350309997.558594,306869995.117188,278540008.544922,296160003.662109,382929992.675781,439799987.792969,333579986.572266,384390014.648438,455540008.544922,396720001.220703,441820007.324219,480429992.675781,604030029.296875,661989990.234375,689130004.882813,655219970.703125,493179992.675781,625570007.324219,568099975.585938,465690002.441406,533330017.089844,708780029.296875,574619995.117188,612289978.027344,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Bermuda,BMU,..,..,..,..,90000.0035762787,419999.986886978,460000.00834465,469999.998807907,319999.992847443,79999.9982118607,70000.0002980232,..,59999.9986588955,..,150000.005960464,90000.0035762787,140000.000596046,289999.99165535,460000.00834465,379999.995231628,629999.995231628,490000.009536743,170000.001788139,170000.001788139,209999.993443489,2960000.03814697,189999.997615814,409999.996423721,59999.9986588955,180000.007152557,61509998.3215332,-6860000.1335144,-6480000.01907349,-6369999.88555908,-15869999.8855591,-2269999.98092651,-4670000.07629395,-10859999.6566772,800000.011920929,119999.997317791,90000.0035762787,29999.9993294477,19999.9995529652,39999.9991059303,100000.001490116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Bhutan,BTN,..,..,..,109999.999403954,100000.001490116,1500000,430000.007152557,90000.0035762787,1179999.94754791,790000.021457672,1649999.97615814,1009999.99046326,1179999.94754791,2960000.03814697,2569999.9332428,8170000.07629395,12460000.038147,9979999.54223633,9069999.69482422,12810000.4196167,19270000.4577637,23850000.3814697,27899999.6185303,31309999.4659424,42669998.1689453,54450000.7629395,76699996.9482422,65209999.0844727,58830001.8310547,61049999.2370605,61880001.0681152,79610000.6103516,71250000,80279998.7792969,87330001.8310547,77250000,70389999.3896484,78819999.6948242,75449996.9482422,89599998.4741211,72389999.3896484,84319999.6948242,86220001.2207031,91029998.7792969,83059997.5585938,88120002.746582,101610000.610352,98599998.4741211,74790000.9155273,97309997.5585938,87360000.6103516,103250000,143589996.337891,127459999.084473,122459999.084473,103110000.610352,53310001.373291,122500000,107919998.168945,184339996.337891,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Bolivia,BOL,88830001.8310547,153889999.389648,214970001.220703,311760009.765625,241830001.831055,223619995.117188,187300003.051758,181080001.831055,239009994.506836,188789993.286133,170339996.337891,170089996.337891,232339996.337891,110059997.558594,223330001.831055,175279998.779297,196860000.610352,224679992.675781,326459991.455078,316029998.779297,326100006.103516,296299987.792969,260730010.986328,361570007.324219,325670013.427734,388570007.324219,516820007.324219,496549987.792969,692080017.089844,792289978.027344,722369995.117188,697570007.324219,902039978.027344,774580017.089844,719380004.882813,822030029.296875,948849975.585938,867919982.910156,775799987.792969,720049987.792969,631309997.558594,1025530029.29688,878739990.234375,980969970.703125,816760009.765625,630159973.144531,899630004.882813,477000000,571799987.792969,599789978.027344,544489990.234375,500260009.765625,634489990.234375,660250000,636770019.53125,836770019.53125,741869995.117188,991580017.089844,728849975.585938,736549987.792969,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19999.9995529652,9999.99977648258,9999.99977648258,18879999.1607666,98529998.7792969,608609985.351563,1208089965.82031,1137959960.9375,1236050048.82813,1307439941.40625,1844890014.64844,1176579956.05469,1014280029.29688,831900024.414063,686559997.558594,797520019.53125,610479980.46875,587859985.351563,598500000,429279998.779297,402709991.455078,501260009.765625,575059997.558594,548849975.585938,483839996.337891,580500000,375149993.896484,470410003.662109,458440002.441406,355950012.207031,475029998.779297,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Botswana,BWA,34110000.6103516,52380001.0681152,48419998.1689453,48630001.0681152,78300003.0517578,84540000.9155273,133619995.117188,138539993.286133,137210006.713867,104809997.558594,93809997.5585938,110290000.915527,158149993.896484,162190002.441406,156250000,186229995.727539,170169998.168945,154399993.896484,200449996.948242,250309997.558594,238740005.493164,228639999.389648,246690002.441406,258760009.765625,266329986.572266,250190002.441406,219009994.506836,292500000,248960006.713867,268730010.986328,221160003.662109,199070007.324219,160190002.441406,193259994.506836,123410003.662109,117519996.643066,89489997.8637695,169550003.051758,138210006.713867,81040000.9155273,44180000.3051758,42470001.2207031,53369998.9318848,36509998.3215332,57520000.4577637,57209999.0844727,75900001.5258789,112099998.474121,733580017.089844,315359985.351563,161649993.896484,124279998.779297,75860000.6103516,110459999.084473,99959999.0844727,69230003.3569336,94360000.6103516,105449996.948242,85750000,68650001.5258789,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Brazil,BRA,263100006.103516,1959500000,1212959960.9375,1311849975.58594,1510530029.29688,1598500000,2019540039.0625,1014919982.91016,1184979980.46875,702919982.910156,721140014.648438,589630004.882813,467429992.675781,290290008.544922,533239990.234375,485149993.896484,327589996.337891,210649993.896484,215710006.713867,195559997.558594,169389999.389648,540859985.351563,443880004.882813,274880004.882813,398329986.572266,252580001.831055,292750000,473910003.662109,336880004.882813,332179992.675781,237699996.948242,272190002.441406,-444040008.544922,227229995.727539,311519989.013672,281459991.455078,302070007.324219,294130004.882813,327059997.558594,127680000.305176,298059997.558594,363989990.234375,308609985.351563,262779998.779297,186899993.896484,235979995.727539,113129997.253418,320640014.648438,435049987.792969,369369995.117188,470480010.986328,744979980.46875,1259630004.88281,969809997.558594,837719970.703125,1088530029.29688,735210021.972656,290279998.779297,444829986.572266,299390014.648438,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,British Virgin Islands,VGB,629999.995231628,3220000.02861023,2880000.11444092,1149999.97615814,1399999.97615814,..,2819999.9332428,123129997.253418,..,..,..,..,..,..,8569999.69482422,10350000.3814697,11789999.961853,8430000.30517578,3880000.11444092,4570000.17166138,9909999.84741211,8340000.15258789,8659999.84741211,7730000.01907349,4739999.77111816,5260000.22888184,3069999.9332428,3799999.95231628,3170000.07629395,9350000.38146973,7989999.77111816,8250000,7199999.80926514,4760000.22888184,15890000.3433228,1840000.0333786,1539999.96185303,2359999.89509583,1350000.02384186,3049999.95231628,7699999.80926514,3579999.92370605,-170000.001788139,-699999.988079071,-1399999.97615814,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Brunei Darussalam,BRN,70000.0002980232,3680000.0667572,5400000.09536743,289999.99165535,509999.990463257,579999.983310699,569999.992847443,490000.009536743,209999.993443489,209999.993443489,70000.0002980232,300000.011920929,109999.999403954,680000.007152557,740000.009536743,610000.014305115,449999.988079071,270000.010728836,270000.010728836,230000.004172325,59999.9986588955,389999.985694885,610000.014305115,970000.028610229,1820000.05245209,3190000.05722046,4070000.17166138,4469999.79019165,5510000.22888184,5639999.8664856,4969999.79019165,4280000.20980835,5900000.09536743,4829999.92370605,4650000.09536743,3309999.94277954,2849999.90463257,430000.007152557,400000.005960464,1990000.00953674,1000000,519999.980926514,-769999.980926514,519999.980926514,819999.992847443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21219999.3133545,482890014.648438,212149993.896484,168669998.168945,219850006.103516,137770004.272461,225610000.610352,305190002.441406,331380004.882813,373809997.558594,465329986.572266,537150024.414063,480380004.882813,532770019.53125,706750000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Burkina Faso,BFA,1600000.02384186,13670000.0762939,39830001.8310547,36299999.2370605,121519996.643066,133919998.168945,127800003.051758,136309997.558594,157250000,161429992.675781,146399993.896484,177449996.948242,187059997.558594,275859985.351563,424600006.103516,322609985.351563,282799987.792969,365769989.013672,449670013.427734,492250000,475100006.103516,530969970.703125,538059997.558594,464690002.441406,482380004.882813,482989990.234375,572630004.882813,482140014.648438,492700012.207031,465040008.544922,488989990.234375,620830017.089844,595039978.027344,673219970.703125,599669982.910156,604059997.558594,528429992.675781,521500000,565359985.351563,564239990.234375,308869995.117188,615080017.089844,666169982.910156,693070007.324219,752080017.089844,792809997.558594,989729980.46875,945989990.234375,941809997.558594,1060199951.17188,1026020019.53125,905830017.089844,1111410034.17969,999580017.089844,1075589965.82031,1065020019.53125,1096739990.23438,932359985.351563,1108790039.0625,1175199951.17188,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Burundi,BDI,76019996.6430664,71989997.8637695,103099998.474121,56529998.7792969,71419998.1689453,41430000.3051758,69879997.253418,80389999.3896484,97040000.9155273,108290000.915527,123419998.168945,138759994.506836,148330001.831055,133750000,163380004.882813,175779998.779297,162559997.558594,153380004.882813,204729995.727539,231070007.324219,261820007.324219,306500000,323859985.351563,362559997.558594,372799987.792969,378239990.234375,408250000,349320007.324219,337850006.103516,354829986.572266,397880004.882813,376399993.896484,427299987.792969,309029998.779297,421970001.220703,354970001.220703,143309997.558594,81000000,100599998.474121,111190002.441406,145149993.896484,231020004.272461,260339996.337891,296609985.351563,421119995.117188,418929992.675781,474399993.896484,505890014.648438,493609985.351563,565729980.46875,617789978.027344,534340026.855469,504250000,529750000,487980010.986328,393630004.882813,787729980.46875,455559997.558594,451079986.572266,601539978.027344,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Cabo Verde,CPV,..,32630001.0681152,..,..,..,..,25479999.5422363,7230000.01907349,..,59999.9986588955,..,..,..,..,..,31629999.1607666,85510002.1362305,82610000.6103516,98940002.4414063,77470001.2207031,138119995.117188,120459999.084473,128419998.168945,146029998.779297,171220001.220703,175309997.558594,228429992.675781,153300003.051758,137300003.051758,153410003.662109,166839996.337891,155449996.948242,160130004.882813,167639999.389648,172149993.896484,147210006.713867,152199996.948242,161080001.831055,190160003.662109,197820007.324219,149779998.779297,127349998.474121,140059997.558594,187750000,170440002.441406,188860000.610352,154559997.558594,166149993.896484,210889999.389648,191750000,323390014.648438,229850006.103516,243330001.831055,233750000,220160003.662109,167339996.337891,124110000.610352,129250000,84279998.7792969,156460006.713867,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Cambodia,KHM,187520004.272461,168479995.727539,150000000,159419998.168945,89750000,70080001.8310547,84269996.6430664,97709999.0844727,68769996.6430664,87010002.1362305,132240005.493164,221350006.103516,333609985.351563,644190002.441406,1245199951.17188,301070007.324219,2569999.9332428,1080000.04291534,699999.988079071,282089996.337891,621309997.558594,267970001.220703,88639999.3896484,96300003.0517578,56290000.9155273,36529998.7792969,32409999.8474121,30850000.3814697,35400001.5258789,41610000.6103516,64900001.5258789,134229995.727539,270649993.896484,406679992.675781,382959991.455078,573909973.144531,476869995.117188,436779998.779297,421720001.220703,342869995.117188,478350006.103516,518599975.585938,573520019.53125,540530029.296875,467519989.013672,508160003.662109,525260009.765625,657940002.441406,601770019.53125,630500000,659520019.53125,626190002.441406,736799987.792969,760380004.882813,765270019.53125,725309997.558594,764369995.117188,883390014.648438,783299987.792969,1004650024.41406,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Cameroon,CMR,3650000.09536743,64889999.3896484,81989997.8637695,71970001.2207031,217710006.713867,247330001.831055,357179992.675781,273899993.896484,347480010.986328,255039993.286133,393260009.765625,298910003.662109,345399993.896484,283019989.013672,262510009.765625,394929992.675781,483489990.234375,607979980.46875,502279998.779297,678020019.53125,587049987.792969,476600006.103516,540539978.027344,329480010.986328,503179992.675781,415049987.792969,468079986.572266,360630004.882813,475100006.103516,811349975.585938,668289978.027344,766140014.648438,970179992.675781,758809997.558594,994380004.882813,542690002.441406,509750000,688349975.585938,701080017.089844,602609985.351563,577809997.558594,737190002.441406,917539978.027344,1118390014.64844,898070007.324219,470450012.207031,1871569946.28906,1914979980.46875,518460021.972656,632539978.027344,526669982.910156,564880004.882813,580750000,711969970.703125,799929992.675781,710859985.351563,809179992.675781,1272030029.29688,1165339965.82031,1368760009.76563,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8500000,6130000.11444092,8409999.84741211,5690000.05722046,10869999.8855591,1950000.04768372,3200000.04768372,2369999.88555908,1360000.01430511,899999.976158142,870000.004768372,170000.001788139,4000000,3849999.90463257,20360000.6103516,2160000.08583069,4199999.80926514,-349999.994039536,119999.997317791,-469999.998807907,-1279999.97138977,-610000.014305115,-2349999.90463257,-4849999.90463257,460000.00834465,4480000.01907349,-5800000.19073486,-1279999.97138977,-2730000.01907349,-1830000.04291534,490000.009536743,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Central African Republic,CAF,300000.011920929,4099999.90463257,10659999.8474121,18930000.3051758,134589996.337891,122680000.305176,115760002.13623,145910003.662109,120790000.915527,131949996.948242,96319999.6948242,95500000,139960006.713867,121150001.525879,162850006.103516,196979995.727539,139589996.337891,146669998.168945,141839996.337891,201000000,235710006.713867,244300003.051758,225860000.610352,243360000.610352,358100006.103516,280170013.427734,275269989.013672,314579986.572266,337799987.792969,318250000,365980010.986328,248089996.337891,233539993.286133,232779998.779297,223600006.103516,180149993.896484,198929992.675781,117580001.831055,163270004.272461,160710006.713867,103059997.558594,113620002.746582,84199996.9482422,64550003.0517578,127389999.389648,101779998.779297,147919998.168945,179259994.506836,253119995.117188,238279998.779297,258839996.337891,242770004.272461,218410003.662109,191539993.286133,574039978.027344,519030029.296875,540130004.882813,535219970.703125,656250000,770030029.296875,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Chad,TCD,300000.011920929,33909999.8474121,54630001.0681152,53229999.5422363,130199996.948242,139089996.337891,139339996.337891,140130004.882813,144820007.324219,162770004.272461,151589996.337891,189850006.103516,168009994.506836,217009994.506836,341790008.544922,245199996.948242,214970001.220703,275230010.986328,353600006.103516,218080001.831055,82440002.4414063,147289993.286133,164369995.117188,235449996.948242,307799987.792969,484579986.572266,342179992.675781,365429992.675781,450700012.207031,435450012.207031,460959991.455078,386640014.648438,326739990.234375,317700012.207031,290619995.117188,286369995.117188,370690002.441406,314510009.765625,243220001.220703,262959991.455078,201619995.117188,299559997.558594,341040008.544922,320589996.337891,389510009.765625,446859985.351563,323609985.351563,377220001.220703,426619995.117188,569609985.351563,501079986.572266,438619995.117188,467299987.792969,444709991.455078,371510009.765625,647570007.324219,664640014.648438,678150024.414063,875159973.144531,722559997.558594,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Chile,CHL,128529998.779297,819500000,932729980.46875,881880004.882813,722130004.882813,676890014.648438,790869995.117188,598049987.792969,440829986.572266,405989990.234375,316489990.234375,158039993.286133,201350006.103516,181600006.103516,65849998.4741211,418260009.765625,39759998.3215332,34590000.1525879,15989999.7711182,-82639999.3896484,-22659999.8474121,2930000.0667572,5409999.84741211,29809999.4659424,40790000.9155273,130880004.882813,11159999.8474121,43180000.3051758,79379997.253418,113470001.220703,152100006.103516,172919998.168945,173369995.117188,244660003.662109,194690002.441406,153500000,223860000.610352,162389999.389648,137929992.675781,89059997.5585938,70040000.9155273,82309997.5585938,13479999.5422363,100980003.356934,70040000.9155273,191589996.337891,107779998.779297,104529998.779297,92970001.2207031,71870002.746582,176369995.117188,150300003.051758,117349998.474121,74129997.253418,230179992.675781,57450000.7629395,193699996.948242,73699996.9482422,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41349998.4741211,148220001.220703,1131349975.58594,1239489990.23438,1574819946.28906,1889050048.82813,2260850097.65625,1986380004.88281,2197360107.42188,2855409912.10938,3082030029.29688,2814300048.82813,2575899902.34375,3687810058.59375,3866379882.8125,3523489990.23438,3548709960.9375,2987439941.40625,2588219970.70313,3027590087.89063,2794229980.46875,2158550048.82813,1967219970.70313,1901589965.82031,1531150024.41406,1763239990.23438,1848199951.17188,1345719970.70313,1435560058.59375,1208069946.28906,1075300048.82813,697799987.792969,-504399993.896484,21879999.1607666,-607989990.234375,-928450012.207031,-330239990.234375,-744650024.414063,-997679992.675781,-705450012.207031,-559890014.648438,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Colombia,COL,-47759998.3215332,343320007.324219,326769989.013672,459679992.675781,276390014.648438,249820007.324219,508320007.324219,570840026.855469,675960021.972656,578020019.53125,715159973.144531,531809997.558594,507940002.441406,574429992.675781,357980010.986328,259970001.220703,239199996.948242,128119995.117188,160199996.948242,93339996.3378906,88650001.5258789,131600006.103516,166000000,117540000.915527,137529998.779297,152699996.948242,111099998.474121,143399993.896484,131630004.882813,124040000.915527,142850006.103516,186250000,330179992.675781,156570007.324219,115209999.084473,220710006.713867,238960006.713867,259799987.792969,250910003.662109,453149993.896484,303269989.013672,585599975.585938,652549987.792969,1089060058.59375,678479980.46875,787330017.089844,1190719970.70313,811099975.585938,1055709960.9375,1141520019.53125,689559997.558594,1022950012.20703,770520019.53125,837229980.46875,1172290039.0625,1446180053.71094,1183589965.82031,884070007.324219,1781020019.53125,911440002.441406,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Comoros,COM,..,..,..,..,..,..,43680000.3051758,67500000,54950000.7629395,41709999.0844727,52680000.3051758,55130001.0681152,54490001.6784668,77669998.1689453,115300003.051758,74419998.1689453,88319999.6948242,42090000.1525879,40229999.5422363,48819999.6948242,96879997.253418,111750000,95769996.6430664,94989997.8637695,113139999.389648,124860000.610352,95519996.6430664,94680000.3051758,85230003.3569336,74220001.2207031,64779998.7792969,91849998.4741211,64349998.4741211,66089996.3378906,52259998.3215332,48639999.3896484,48590000.1525879,41200000.7629395,54970001.2207031,30940000.5340576,30579999.9237061,43229999.5422363,40729999.5422363,31010000.2288818,29430000.3051758,25719999.3133545,34250000,44159999.8474121,38020000.4577637,46889999.3896484,68269996.6430664,49990001.6784668,94930000.3051758,75879997.253418,70000000,70250000,57529998.7792969,70209999.0844727,90940002.4414063,80040000.9155273,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,"Congo, Dem. Rep.",COD,805809997.558594,829489990.234375,948799987.792969,926799987.792969,1014289978.02734,1115010009.76563,690940002.441406,678330017.089844,552679992.675781,597880004.882813,613099975.585938,683030029.296875,683210021.972656,661179992.675781,758080017.089844,928159973.144531,684400024.414063,833700012.207031,857659973.144531,1001969970.70313,952219970.703125,970239990.234375,902359985.351563,852640014.648438,863489990.234375,838299987.792969,924010009.765625,1217750000,958210021.972656,1229859985.35156,1322150024.41406,692679992.675781,375619995.117188,253190002.441406,329179992.675781,235389999.389648,210300003.051758,222000000,180720001.220703,195160003.662109,281579986.572266,394059997.558594,1720170043.94531,7017770019.53125,2183399902.34375,2071520019.53125,2492370117.1875,1353150024.41406,1691760009.76563,2360729980.46875,3451969970.70313,5283240234.375,2759939941.40625,2461570068.35938,2279989990.23438,2729760009.76563,2228879882.8125,2389020019.53125,2513929931.64063,3075760009.76563,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,"Congo, Rep.",COG,219999.998807907,1769999.98092651,30229999.5422363,50299999.2370605,143619995.117188,120629997.253418,178050003.051758,135559997.558594,149750000,114209999.084473,103000000,108319999.694824,127010002.13623,124010002.13623,164050003.051758,197199996.948242,259390014.648438,156889999.389648,226600006.103516,219020004.272461,196919998.168945,191580001.831055,227869995.117188,275489990.234375,272049987.792969,197149993.896484,219399993.896484,238600006.103516,145539993.286133,155720001.220703,311929992.675781,190850006.103516,154119995.117188,171179992.675781,490369995.117188,154970001.220703,558190002.441406,369390014.648438,88599998.4741211,210059997.558594,50750000,112099998.474121,86220001.2207031,87110000.6103516,131779998.779297,1578630004.88281,279829986.572266,116849998.474121,436059997.558594,267390014.648438,1265420043.94531,241309997.558594,135990005.493164,142500000,99669998.1689453,95370002.746582,92830001.8310547,111919998.168945,146570007.324219,192479995.727539,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Costa Rica,CRI,28239999.7711182,46659999.8474121,59869998.9318848,52909999.8474121,74139999.3896484,94930000.3051758,77800003.0517578,78220001.2207031,68419998.1689453,75730003.3569336,65099998.4741211,73790000.9155273,76989997.8637695,72930000.3051758,66860000.6103516,77400001.5258789,49200000.7629395,55040000.9155273,88440002.4414063,73879997.253418,55340000.1525879,75489997.8637695,151039993.286133,492420013.427734,437750000,553609985.351563,368320007.324219,426079986.572266,325640014.648438,395410003.662109,341839996.337891,261209991.455078,199130004.882813,166199996.948242,113650001.525879,58770000.4577637,-1019999.98092651,10619999.8855591,43189998.626709,9470000.26702881,48119998.9318848,33180000.3051758,26790000.9155273,48159999.8474121,32560001.373291,35259998.3215332,33459999.0844727,64919998.1689453,70959999.0844727,100319999.694824,87910003.6621094,33939998.626709,30030000.6866455,30739999.7711182,51869998.9318848,120900001.525879,106029998.779297,102529998.779297,99360000.6103516,60110000.6103516,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Cote d'Ivoire,CIV,1080000.04291534,30729999.5422363,81389999.3896484,75849998.4741211,297869995.117188,293809997.558594,264019989.013672,243639999.389648,310730010.986328,324130004.882813,350970001.220703,316739990.234375,259109985.351563,290279998.779297,329239990.234375,354790008.544922,392160003.662109,344429992.675781,357260009.765625,381640014.648438,448109985.351563,302700012.207031,357859985.351563,413670013.427734,349000000,322350006.103516,362829986.572266,421619995.117188,732809997.558594,684909973.144531,992330017.089844,909090026.855469,1019559997.55859,1048209960.9375,2157909912.10938,1453770019.53125,1190800048.82813,602070007.324219,1355630004.88281,613570007.324219,533330017.089844,314579986.572266,1613400024.41406,326230010.986328,188009994.506836,104750000,269820007.324219,180759994.506836,570270019.53125,2317729980.46875,830140014.648438,1331770019.53125,2801459960.9375,1231959960.9375,885039978.027344,690760009.765625,652640014.648438,863179992.675781,960010009.765625,1230800048.82813,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9999.99977648258,..,153080001.831055,68739997.8637695,163190002.441406,61759998.3215332,64540000.9155273,72180000.3051758,102669998.168945,178649993.896484,193850006.103516,159750000,146639999.389648,141639999.389648,218520004.272461,164020004.272461,221669998.168945,158619995.117188,127459999.084473,259999.990463257,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Cuba,CUB,1899999.97615814,1460000.03814697,300000.011920929,-1220000.02861023,3200000.04768372,3980000.01907349,4900000.09536743,4960000.03814697,4250000,8189999.5803833,11170000.0762939,14090000.1525879,18409999.8474121,22440000.5340576,55439998.626709,63560001.373291,146779998.779297,135970001.220703,135759994.506836,113480003.356934,102610000.610352,65360000.6103516,85599998.4741211,89870002.746582,91669998.1689453,103860000.610352,84919998.1689453,87239997.8637695,100559997.558594,100629997.253418,75819999.6948242,52069999.6948242,32950000.7629395,64430000.3051758,66389999.3896484,83050003.0517578,75519996.6430664,93400001.5258789,112669998.168945,88110000.6103516,72930000.3051758,88069999.6948242,94940002.4414063,99220001.2207031,117209999.084473,101569999.694824,92050003.0517578,99360000.6103516,117830001.831055,109449996.948242,129179992.675781,80739997.8637695,79639999.3896484,92989997.8637695,220320007.324219,633869995.117188,2995689941.40625,761150024.414063,749710021.972656,497250000,..,..
Net official development assistance and official aid received (constant 2018 US$),DT.ODA.ALLD.KD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
